tas,Year,Month,Country
28.795,2012,5,BGD
28.5173,2012,6,BGD
28.0388,2012,7,BGD
28.2583,2012,8,BGD
27.921,2012,9,BGD
26.164,2012,10,BGD
23.2395,2012,11,BGD
19.4306,2012,12,BGD
17.6566,2013,1,BGD
20.3496,2013,2,BGD
25.1765,2013,3,BGD
27.1787,2013,4,BGD
27.1546,2013,5,BGD
28.7559,2013,6,BGD
28.3587,2013,7,BGD
27.827,2013,8,BGD
28.0411,2013,9,BGD
26.2995,2013,10,BGD
22.0018,2013,11,BGD
18.3387,2013,12,BGD
16.7647,2014,1,BGD
18.8464,2014,2,BGD
24.3095,2014,3,BGD
28.3044,2014,4,BGD
28.6438,2014,5,BGD
28.0195,2014,6,BGD
28.4565,2014,7,BGD
27.8707,2014,8,BGD
27.848,2014,9,BGD
26.4376,2014,10,BGD
22.4874,2014,11,BGD
18.2889,2014,12,BGD
17.358,2015,1,BGD
20.1709,2015,2,BGD
24.3819,2015,3,BGD
26.079,2015,4,BGD
28.3714,2015,5,BGD
28.2691,2015,6,BGD
27.7642,2015,7,BGD
28.0986,2015,8,BGD
28.1436,2015,9,BGD
26.7013,2015,10,BGD
23.0815,2015,11,BGD
18.4433,2015,12,BGD
0.71503,1901,1,BEL
-1.6479,1901,2,BEL
3.32686,1901,3,BEL
9.02879,1901,4,BEL
11.9049,1901,5,BEL
15.7148,1901,6,BEL
19.1041,1901,7,BEL
17.427,1901,8,BEL
14.5947,1901,9,BEL
10.0759,1901,10,BEL
4.33522,1901,11,BEL
2.48831,1901,12,BEL
3.72596,1902,1,BEL
0.31729,1902,2,BEL
5.92367,1902,3,BEL
8.97555,1902,4,BEL
8.98285,1902,5,BEL
14.9962,1902,6,BEL
16.4079,1902,7,BEL
15.7558,1902,8,BEL
13.5873,1902,9,BEL
8.55059,1902,10,BEL
4.47021,1902,11,BEL
1.18192,1902,12,BEL
2.57304,1903,1,BEL
4.9808,1903,2,BEL
7.15561,1903,3,BEL
5.33104,1903,4,BEL
12.8409,1903,5,BEL
14.5445,1903,6,BEL
16.4432,1903,7,BEL
15.831,1903,8,BEL
14.7803,1903,9,BEL
11.1557,1903,10,BEL
5.67392,1903,11,BEL
0.68547,1903,12,BEL
0.42112,1904,1,BEL
2.75268,1904,2,BEL
3.81733,1904,3,BEL
9.49005,1904,4,BEL
12.6817,1904,5,BEL
15.0256,1904,6,BEL
19.1805,1904,7,BEL
17.0233,1904,8,BEL
12.6481,1904,9,BEL
9.77473,1904,10,BEL
4.77168,1904,11,BEL
4.14218,1904,12,BEL
0.44535,1905,1,BEL
3.22728,1905,2,BEL
6.47777,1905,3,BEL
7.32908,1905,4,BEL
11.799,1905,5,BEL
16.9595,1905,6,BEL
18.5889,1905,7,BEL
16.5816,1905,8,BEL
13.3365,1905,9,BEL
6.42138,1905,10,BEL
4.36198,1905,11,BEL
2.54502,1905,12,BEL
3.00783,1906,1,BEL
1.80902,1906,2,BEL
4.47276,1906,3,BEL
7.97823,1906,4,BEL
12.6984,1906,5,BEL
14.6816,1906,6,BEL
17.1047,1906,7,BEL
17.5831,1906,8,BEL
14.3766,1906,9,BEL
12.2919,1906,10,BEL
7.14609,1906,11,BEL
1.19005,1906,12,BEL
1.63616,1907,1,BEL
0.31651,1907,2,BEL
5.36035,1907,3,BEL
7.87211,1907,4,BEL
12.8517,1907,5,BEL
14.423,1907,6,BEL
15.0195,1907,7,BEL
16.5768,1907,8,BEL
14.789,1907,9,BEL
11.4163,1907,10,BEL
6.3655,1907,11,BEL
3.69596,1907,12,BEL
-0.8621,1908,1,BEL
3.46511,1908,2,BEL
3.72876,1908,3,BEL
6.58126,1908,4,BEL
13.781,1908,5,BEL
16.8277,1908,6,BEL
17.2435,1908,7,BEL
15.53,1908,8,BEL
13.9638,1908,9,BEL
10.5333,1908,10,BEL
4.63534,1908,11,BEL
1.4529,1908,12,BEL
0.69522,1909,1,BEL
0.74229,1909,2,BEL
3.49961,1909,3,BEL
9.50011,1909,4,BEL
11.9618,1909,5,BEL
13.6398,1909,6,BEL
15.034,1909,7,BEL
17.1016,1909,8,BEL
13.4001,1909,9,BEL
11.4686,1909,10,BEL
3.86922,1909,11,BEL
3.42777,1909,12,BEL
3.01185,1910,1,BEL
4.04188,1910,2,BEL
5.74559,1910,3,BEL
7.97641,1910,4,BEL
12.343,1910,5,BEL
16.2987,1910,6,BEL
15.7103,1910,7,BEL
16.5627,1910,8,BEL
13.7535,1910,9,BEL
11.2042,1910,10,BEL
4.10278,1910,11,BEL
5.38337,1910,12,BEL
0.56654,1911,1,BEL
3.48862,1911,2,BEL
5.59611,1911,3,BEL
7.75991,1911,4,BEL
13.8474,1911,5,BEL
15.2782,1911,6,BEL
19.6627,1911,7,BEL
20.7191,1911,8,BEL
15.9968,1911,9,BEL
11.1939,1911,10,BEL
6.0392,1911,11,BEL
5.59506,1911,12,BEL
2.71383,1912,1,BEL
5.27371,1912,2,BEL
7.78078,1912,3,BEL
8.72721,1912,4,BEL
13.053,1912,5,BEL
15.6076,1912,6,BEL
18.5313,1912,7,BEL
14.592,1912,8,BEL
10.857,1912,9,BEL
8.66392,1912,10,BEL
5.00382,1912,11,BEL
5.79531,1912,12,BEL
3.43194,1913,1,BEL
3.86122,1913,2,BEL
7.62734,1913,3,BEL
9.01432,1913,4,BEL
13.3204,1913,5,BEL
15.1714,1913,6,BEL
15.0134,1913,7,BEL
16.1018,1913,8,BEL
14.3589,1913,9,BEL
11.6026,1913,10,BEL
8.60746,1913,11,BEL
3.4825,1913,12,BEL
-0.8414,1914,1,BEL
6.0154,1914,2,BEL
6.47202,1914,3,BEL
11.0079,1914,4,BEL
11.7515,1914,5,BEL
14.7699,1914,6,BEL
17.536,1914,7,BEL
18.0832,1914,8,BEL
14.0238,1914,9,BEL
9.8882,1914,10,BEL
5.29147,1914,11,BEL
5.39518,1914,12,BEL
2.83257,1915,1,BEL
3.40784,1915,2,BEL
4.50692,1915,3,BEL
7.9598,1915,4,BEL
13.716,1915,5,BEL
17.0452,1915,6,BEL
16.5767,1915,7,BEL
16.3803,1915,8,BEL
13.8523,1915,9,BEL
8.37138,1915,10,BEL
2.94891,1915,11,BEL
6.06881,1915,12,BEL
6.10865,1916,1,BEL
3.40195,1916,2,BEL
5.15628,1916,3,BEL
9.10113,1916,4,BEL
13.6827,1916,5,BEL
13.012,1916,6,BEL
16.0849,1916,7,BEL
17.1896,1916,8,BEL
13.7341,1916,9,BEL
10.6754,1916,10,BEL
6.02361,1916,11,BEL
3.07324,1916,12,BEL
-0.6287,1917,1,BEL
-1.4684,1917,2,BEL
2.7091,1917,3,BEL
5.33581,1917,4,BEL
15.5635,1917,5,BEL
18.2509,1917,6,BEL
17.3871,1917,7,BEL
16.722,1917,8,BEL
15.3106,1917,9,BEL
8.41679,1917,10,BEL
6.97168,1917,11,BEL
-0.002,1917,12,BEL
2.87858,1918,1,BEL
4.34159,1918,2,BEL
5.57097,1918,3,BEL
8.4305,1918,4,BEL
14.6287,1918,5,BEL
14.0625,1918,6,BEL
17.0346,1918,7,BEL
17.115,1918,8,BEL
13.975,1918,9,BEL
9.32038,1918,10,BEL
4.88321,1918,11,BEL
6.283,1918,12,BEL
2.28156,1919,1,BEL
1.38628,1919,2,BEL
4.86066,1919,3,BEL
6.70481,1919,4,BEL
13.8953,1919,5,BEL
15.6627,1919,6,BEL
14.479,1919,7,BEL
17.3673,1919,8,BEL
15.2741,1919,9,BEL
7.41084,1919,10,BEL
2.987,1919,11,BEL
4.36251,1919,12,BEL
4.2542,1920,1,BEL
5.74178,1920,2,BEL
7.71691,1920,3,BEL
9.58429,1920,4,BEL
13.9119,1920,5,BEL
15.9584,1920,6,BEL
16.8155,1920,7,BEL
15.239,1920,8,BEL
13.9404,1920,9,BEL
9.81679,1920,10,BEL
3.76993,1920,11,BEL
2.65286,1920,12,BEL
6.10198,1921,1,BEL
3.50737,1921,2,BEL
7.23765,1921,3,BEL
9.1542,1921,4,BEL
13.9613,1921,5,BEL
15.8271,1921,6,BEL
19.8409,1921,7,BEL
17.8381,1921,8,BEL
15.3118,1921,9,BEL
13.7333,1921,10,BEL
2.09352,1921,11,BEL
3.24344,1921,12,BEL
1.31073,1922,1,BEL
2.5773,1922,2,BEL
5.09081,1922,3,BEL
6.9029,1922,4,BEL
14.3236,1922,5,BEL
15.9639,1922,6,BEL
15.7817,1922,7,BEL
15.788,1922,8,BEL
12.805,1922,9,BEL
7.14248,1922,10,BEL
4.46082,1922,11,BEL
4.64625,1922,12,BEL
3.5623,1923,1,BEL
4.6968,1923,2,BEL
6.98844,1923,3,BEL
8.56373,1923,4,BEL
11.3513,1923,5,BEL
12.2749,1923,6,BEL
19.3476,1923,7,BEL
17.1388,1923,8,BEL
14.0877,1923,9,BEL
11.3958,1923,10,BEL
3.80423,1923,11,BEL
1.71528,1923,12,BEL
1.3563,1924,1,BEL
0.68153,1924,2,BEL
4.51545,1924,3,BEL
7.54384,1924,4,BEL
14.1465,1924,5,BEL
15.5829,1924,6,BEL
17.1192,1924,7,BEL
14.892,1924,8,BEL
14.3638,1924,9,BEL
10.9423,1924,10,BEL
5.66942,1924,11,BEL
3.91931,1924,12,BEL
3.88405,1925,1,BEL
5.08811,1925,2,BEL
3.60332,1925,3,BEL
8.78652,1925,4,BEL
13.904,1925,5,BEL
15.662,1925,6,BEL
18.2569,1925,7,BEL
16.8556,1925,8,BEL
12.0916,1925,9,BEL
10.5029,1925,10,BEL
3.37084,1925,11,BEL
2.35166,1925,12,BEL
2.80042,1926,1,BEL
7.02251,1926,2,BEL
6.40056,1926,3,BEL
10.341,1926,4,BEL
11.1397,1926,5,BEL
14.0867,1926,6,BEL
17.181,1926,7,BEL
17.1794,1926,8,BEL
15.9743,1926,9,BEL
9.1011,1926,10,BEL
7.17808,1926,11,BEL
1.79863,1926,12,BEL
3.70167,1927,1,BEL
3.3584,1927,2,BEL
7.03506,1927,3,BEL
8.51354,1927,4,BEL
12.2912,1927,5,BEL
14.3641,1927,6,BEL
17.315,1927,7,BEL
17.09,1927,8,BEL
14.1854,1927,9,BEL
10.4024,1927,10,BEL
4.64309,1927,11,BEL
-0.2209,1927,12,BEL
3.78362,1928,1,BEL
5.06598,1928,2,BEL
5.53252,1928,3,BEL
8.85644,1928,4,BEL
11.1837,1928,5,BEL
14.742,1928,6,BEL
18.4589,1928,7,BEL
17.2215,1928,8,BEL
13.8191,1928,9,BEL
10.1177,1928,10,BEL
7.51195,1928,11,BEL
2.50996,1928,12,BEL
-1.2174,1929,1,BEL
-3.9528,1929,2,BEL
5.02855,1929,3,BEL
6.08483,1929,4,BEL
13.2454,1929,5,BEL
14.6262,1929,6,BEL
18.0428,1929,7,BEL
17.1591,1929,8,BEL
17.2676,1929,9,BEL
10.3821,1929,10,BEL
6.38941,1929,11,BEL
5.72985,1929,12,BEL
5.32408,1930,1,BEL
2.01241,1930,2,BEL
5.5292,1930,3,BEL
9.5374,1930,4,BEL
11.9206,1930,5,BEL
17.9002,1930,6,BEL
16.3697,1930,7,BEL
17.2032,1930,8,BEL
14.2768,1930,9,BEL
10.7278,1930,10,BEL
7.31858,1930,11,BEL
2.77859,1930,12,BEL
2.71088,1931,1,BEL
1.45395,1931,2,BEL
3.55496,1931,3,BEL
7.48838,1931,4,BEL
14.0578,1931,5,BEL
16.3649,1931,6,BEL
16.8439,1931,7,BEL
15.8364,1931,8,BEL
11.5482,1931,9,BEL
8.94436,1931,10,BEL
7.09724,1931,11,BEL
2.59781,1931,12,BEL
4.07993,1932,1,BEL
0.69223,1932,2,BEL
3.89591,1932,3,BEL
7.39149,1932,4,BEL
12.1575,1932,5,BEL
15.4058,1932,6,BEL
17.4848,1932,7,BEL
19.7717,1932,8,BEL
15.4424,1932,9,BEL
9.64476,1932,10,BEL
5.58604,1932,11,BEL
3.67925,1932,12,BEL
0.23357,1933,1,BEL
2.72435,1933,2,BEL
7.32265,1933,3,BEL
8.85559,1933,4,BEL
12.3348,1933,5,BEL
15.1598,1933,6,BEL
18.5897,1933,7,BEL
18.4448,1933,8,BEL
15.3032,1933,9,BEL
10.3165,1933,10,BEL
4.21882,1933,11,BEL
-2.2546,1933,12,BEL
2.19703,1934,1,BEL
2.5031,1934,2,BEL
5.00243,1934,3,BEL
10.7833,1934,4,BEL
12.7325,1934,5,BEL
16.2952,1934,6,BEL
18.659,1934,7,BEL
16.9151,1934,8,BEL
16.5334,1934,9,BEL
11.2497,1934,10,BEL
5.46553,1934,11,BEL
7.14712,1934,12,BEL
2.35954,1935,1,BEL
4.08282,1935,2,BEL
5.44375,1935,3,BEL
8.16744,1935,4,BEL
11.0359,1935,5,BEL
16.8758,1935,6,BEL
18.2974,1935,7,BEL
17.7156,1935,8,BEL
14.5613,1935,9,BEL
9.6877,1935,10,BEL
7.10766,1935,11,BEL
2.57351,1935,12,BEL
4.92529,1936,1,BEL
2.28821,1936,2,BEL
7.04311,1936,3,BEL
6.75739,1936,4,BEL
13.2006,1936,5,BEL
16.3059,1936,6,BEL
16.604,1936,7,BEL
17.3116,1936,8,BEL
14.6035,1936,9,BEL
8.30359,1936,10,BEL
5.35405,1936,11,BEL
3.20657,1936,12,BEL
3.75317,1937,1,BEL
5.14098,1937,2,BEL
3.94603,1937,3,BEL
8.96953,1937,4,BEL
14.3501,1937,5,BEL
16.0339,1937,6,BEL
17.2534,1937,7,BEL
17.9388,1937,8,BEL
14.0846,1937,9,BEL
11.0864,1937,10,BEL
4.87603,1937,11,BEL
1.87294,1937,12,BEL
3.88244,1938,1,BEL
3.07298,1938,2,BEL
8.42304,1938,3,BEL
6.55824,1938,4,BEL
11.1264,1938,5,BEL
16.1155,1938,6,BEL
16.571,1938,7,BEL
17.9151,1938,8,BEL
15.2999,1938,9,BEL
9.87829,1938,10,BEL
8.78453,1938,11,BEL
1.05062,1938,12,BEL
4.50118,1939,1,BEL
3.62784,1939,2,BEL
4.65865,1939,3,BEL
9.72998,1939,4,BEL
11.7409,1939,5,BEL
16.469,1939,6,BEL
16.8676,1939,7,BEL
17.7868,1939,8,BEL
14.676,1939,9,BEL
8.48205,1939,10,BEL
7.89282,1939,11,BEL
1.25704,1939,12,BEL
-4.6365,1940,1,BEL
0.70529,1940,2,BEL
5.84781,1940,3,BEL
9.1941,1940,4,BEL
13.2282,1940,5,BEL
16.9055,1940,6,BEL
16.0926,1940,7,BEL
15.5233,1940,8,BEL
13.6274,1940,9,BEL
9.28844,1940,10,BEL
6.90957,1940,11,BEL
0.68354,1940,12,BEL
-1.808,1941,1,BEL
2.33942,1941,2,BEL
5.99666,1941,3,BEL
7.2608,1941,4,BEL
9.84184,1941,5,BEL
16.9689,1941,6,BEL
18.7883,1941,7,BEL
15.5657,1941,8,BEL
14.6133,1941,9,BEL
9.8272,1941,10,BEL
4.9704,1941,11,BEL
3.99506,1941,12,BEL
-3.8463,1942,1,BEL
-3.1385,1942,2,BEL
4.97639,1942,3,BEL
9.80798,1942,4,BEL
12.5236,1942,5,BEL
15.4296,1942,6,BEL
16.6388,1942,7,BEL
18.3153,1942,8,BEL
15.5327,1942,9,BEL
12.2553,1942,10,BEL
5.2571,1942,11,BEL
4.07465,1942,12,BEL
3.37851,1943,1,BEL
4.36887,1943,2,BEL
6.83925,1943,3,BEL
10.7992,1943,4,BEL
13.6654,1943,5,BEL
14.8638,1943,6,BEL
17.9013,1943,7,BEL
17.6614,1943,8,BEL
14.2151,1943,9,BEL
11.5317,1943,10,BEL
4.84633,1943,11,BEL
1.6807,1943,12,BEL
4.6718,1944,1,BEL
1.0654,1944,2,BEL
3.38088,1944,3,BEL
10.0416,1944,4,BEL
12.081,1944,5,BEL
14.5007,1944,6,BEL
17.4238,1944,7,BEL
19.6994,1944,8,BEL
13.593,1944,9,BEL
9.35741,1944,10,BEL
5.9003,1944,11,BEL
2.52667,1944,12,BEL
-2.3477,1945,1,BEL
5.99474,1945,2,BEL
7.50774,1945,3,BEL
10.4101,1945,4,BEL
14.1517,1945,5,BEL
16.7501,1945,6,BEL
18.6385,1945,7,BEL
16.8517,1945,8,BEL
15.158,1945,9,BEL
11.6303,1945,10,BEL
5.21008,1945,11,BEL
3.68104,1945,12,BEL
0.07076,1946,1,BEL
4.70289,1946,2,BEL
5.07983,1946,3,BEL
10.5683,1946,4,BEL
12.9924,1946,5,BEL
14.6412,1946,6,BEL
18.2962,1946,7,BEL
16.6156,1946,8,BEL
15.2069,1946,9,BEL
9.76887,1946,10,BEL
6.407,1946,11,BEL
0.15484,1946,12,BEL
-0.9074,1947,1,BEL
-2.7949,1947,2,BEL
4.87374,1947,3,BEL
10.2902,1947,4,BEL
15.3723,1947,5,BEL
17.8302,1947,6,BEL
19.5995,1947,7,BEL
20.6197,1947,8,BEL
17.5153,1947,9,BEL
10.462,1947,10,BEL
7.06244,1947,11,BEL
3.69522,1947,12,BEL
5.2687,1948,1,BEL
2.80966,1948,2,BEL
7.99336,1948,3,BEL
10.2117,1948,4,BEL
13.6058,1948,5,BEL
15.6781,1948,6,BEL
16.8609,1948,7,BEL
16.9671,1948,8,BEL
14.6792,1948,9,BEL
10.205,1948,10,BEL
5.91994,1948,11,BEL
3.84943,1948,12,BEL
3.72893,1949,1,BEL
4.1647,1949,2,BEL
4.64219,1949,3,BEL
11.1879,1949,4,BEL
11.7679,1949,5,BEL
14.9491,1949,6,BEL
18.708,1949,7,BEL
18.0712,1949,8,BEL
18.0399,1949,9,BEL
12.2548,1949,10,BEL
5.29492,1949,11,BEL
4.32835,1949,12,BEL
0.72485,1950,1,BEL
4.90062,1950,2,BEL
6.8098,1950,3,BEL
8.0384,1950,4,BEL
13.3071,1950,5,BEL
17.6389,1950,6,BEL
18.374,1950,7,BEL
17.9729,1950,8,BEL
13.808,1950,9,BEL
9.70168,1950,10,BEL
6.03591,1950,11,BEL
-0.2209,1950,12,BEL
3.68313,1951,1,BEL
3.84,1951,2,BEL
4.28197,1951,3,BEL
7.46354,1951,4,BEL
11.7303,1951,5,BEL
15.1227,1951,6,BEL
17.0833,1951,7,BEL
16.7501,1951,8,BEL
15.3663,1951,9,BEL
8.75208,1951,10,BEL
8.09443,1951,11,BEL
3.9741,1951,12,BEL
1.89001,1952,1,BEL
1.61259,1952,2,BEL
6.05969,1952,3,BEL
10.9781,1952,4,BEL
13.7663,1952,5,BEL
15.901,1952,6,BEL
18.3134,1952,7,BEL
17.7039,1952,8,BEL
11.3799,1952,9,BEL
8.5097,1952,10,BEL
3.21445,1952,11,BEL
1.46332,1952,12,BEL
0.16249,1953,1,BEL
1.87137,1953,2,BEL
5.60178,1953,3,BEL
9.09008,1953,4,BEL
13.6231,1953,5,BEL
15.3684,1953,6,BEL
16.9452,1953,7,BEL
17.1126,1953,8,BEL
14.4309,1953,9,BEL
11.3303,1953,10,BEL
6.07847,1953,11,BEL
5.37345,1953,12,BEL
-0.5837,1954,1,BEL
0.07123,1954,2,BEL
6.46203,1954,3,BEL
6.97225,1954,4,BEL
12.6291,1954,5,BEL
15.126,1954,6,BEL
14.7992,1954,7,BEL
16.0571,1954,8,BEL
13.7395,1954,9,BEL
11.4361,1954,10,BEL
6.54243,1954,11,BEL
5.19548,1954,12,BEL
0.81794,1955,1,BEL
0.4818,1955,2,BEL
2.35697,1955,3,BEL
8.59408,1955,4,BEL
10.724,1955,5,BEL
15.0379,1955,6,BEL
17.6434,1955,7,BEL
17.8799,1955,8,BEL
14.5443,1955,9,BEL
9.03319,1955,10,BEL
5.8813,1955,11,BEL
4.49321,1955,12,BEL
2.26946,1956,1,BEL
-0.9736,1956,2,BEL
5.59061,1956,3,BEL
6.18775,1956,4,BEL
12.8148,1956,5,BEL
12.8237,1956,6,BEL
16.6945,1956,7,BEL
14.6224,1956,8,BEL
15.1491,1956,9,BEL
9.48455,1956,10,BEL
4.3752,1956,11,BEL
4.89635,1956,12,BEL
2.50035,1957,1,BEL
5.43823,1957,2,BEL
8.87161,1957,3,BEL
8.55385,1957,4,BEL
10.5322,1957,5,BEL
16.6837,1957,6,BEL
18.0315,1957,7,BEL
15.944,1957,8,BEL
13.2147,1957,9,BEL
10.2492,1957,10,BEL
5.71836,1957,11,BEL
2.41358,1957,12,BEL
2.10354,1958,1,BEL
4.08998,1958,2,BEL
2.83334,1958,3,BEL
6.43798,1958,4,BEL
12.8303,1958,5,BEL
14.8774,1958,6,BEL
16.9926,1958,7,BEL
17.3795,1958,8,BEL
16.0144,1958,9,BEL
10.4147,1958,10,BEL
4.93774,1958,11,BEL
4.33718,1958,12,BEL
1.65067,1959,1,BEL
1.45098,1959,2,BEL
7.58695,1959,3,BEL
9.94963,1959,4,BEL
13.4667,1959,5,BEL
16.3545,1959,6,BEL
19.4269,1959,7,BEL
18.0218,1959,8,BEL
15.9104,1959,9,BEL
11.3441,1959,10,BEL
5.35479,1959,11,BEL
4.43111,1959,12,BEL
2.15884,1960,1,BEL
3.42613,1960,2,BEL
6.43172,1960,3,BEL
8.85762,1960,4,BEL
13.5209,1960,5,BEL
16.3672,1960,6,BEL
15.4467,1960,7,BEL
16.3644,1960,8,BEL
13.5389,1960,9,BEL
10.4798,1960,10,BEL
7.38694,1960,11,BEL
2.62197,1960,12,BEL
1.79626,1961,1,BEL
6.38167,1961,2,BEL
7.48997,1961,3,BEL
11.1784,1961,4,BEL
11.2809,1961,5,BEL
15.4583,1961,6,BEL
15.9073,1961,7,BEL
16.6114,1961,8,BEL
17.2794,1961,9,BEL
11.4937,1961,10,BEL
4.81952,1961,11,BEL
2.20217,1961,12,BEL
3.19427,1962,1,BEL
2.26893,1962,2,BEL
2.26031,1962,3,BEL
8.18488,1962,4,BEL
10.1638,1962,5,BEL
14.3841,1962,6,BEL
15.518,1962,7,BEL
16.2213,1962,8,BEL
13.4299,1962,9,BEL
10.4436,1962,10,BEL
4.17049,1962,11,BEL
-0.2203,1962,12,BEL
-4.7413,1963,1,BEL
-3.0097,1963,2,BEL
5.00244,1963,3,BEL
8.92191,1963,4,BEL
11.1725,1963,5,BEL
15.5147,1963,6,BEL
17.0528,1963,7,BEL
15.6042,1963,8,BEL
14.0732,1963,9,BEL
9.63991,1963,10,BEL
8.3621,1963,11,BEL
-1.1225,1963,12,BEL
-0.1378,1964,1,BEL
3.8118,1964,2,BEL
3.1624,1964,3,BEL
8.80811,1964,4,BEL
14.3897,1964,5,BEL
16.0585,1964,6,BEL
17.9996,1964,7,BEL
16.9927,1964,8,BEL
15.1082,1964,9,BEL
8.05762,1964,10,BEL
6.17935,1964,11,BEL
2.02677,1964,12,BEL
2.30375,1965,1,BEL
1.03066,1965,2,BEL
5.01617,1965,3,BEL
7.70969,1965,4,BEL
12.2181,1965,5,BEL
15.3032,1965,6,BEL
15.1358,1965,7,BEL
16.0915,1965,8,BEL
13.0751,1965,9,BEL
10.2208,1965,10,BEL
3.51323,1965,11,BEL
4.3292,1965,12,BEL
-0.0583,1966,1,BEL
5.89249,1966,2,BEL
5.16305,1966,3,BEL
9.12188,1966,4,BEL
12.9436,1966,5,BEL
16.8379,1966,6,BEL
15.6485,1966,7,BEL
16.1053,1966,8,BEL
14.3987,1966,9,BEL
11.6072,1966,10,BEL
3.93882,1966,11,BEL
4.06585,1966,12,BEL
2.52472,1967,1,BEL
4.74448,1967,2,BEL
6.60876,1967,3,BEL
7.41412,1967,4,BEL
12.5233,1967,5,BEL
14.8028,1967,6,BEL
18.6878,1967,7,BEL
17.0015,1967,8,BEL
14.2955,1967,9,BEL
11.7629,1967,10,BEL
4.59628,1967,11,BEL
2.18276,1967,12,BEL
1.73614,1968,1,BEL
1.79543,1968,2,BEL
6.03817,1968,3,BEL
9.42541,1968,4,BEL
10.9595,1968,5,BEL
15.18,1968,6,BEL
16.4101,1968,7,BEL
16.8465,1968,8,BEL
14.328,1968,9,BEL
11.9022,1968,10,BEL
4.75925,1968,11,BEL
0.26214,1968,12,BEL
4.06556,1969,1,BEL
0.35772,1969,2,BEL
3.91859,1969,3,BEL
8.01911,1969,4,BEL
13.1156,1969,5,BEL
14.943,1969,6,BEL
18.4736,1969,7,BEL
17.4008,1969,8,BEL
14.9817,1969,9,BEL
12.474,1969,10,BEL
6.29645,1969,11,BEL
-0.7302,1969,12,BEL
1.87572,1970,1,BEL
1.88076,1970,2,BEL
3.06608,1970,3,BEL
6.1077,1970,4,BEL
12.8394,1970,5,BEL
17.6185,1970,6,BEL
16.2009,1970,7,BEL
17.4479,1970,8,BEL
15.1712,1970,9,BEL
10.66,1970,10,BEL
7.83481,1970,11,BEL
2.10513,1970,12,BEL
2.23241,1971,1,BEL
3.44737,1971,2,BEL
2.88903,1971,3,BEL
8.88983,1971,4,BEL
14.2996,1971,5,BEL
14.2114,1971,6,BEL
18.5162,1971,7,BEL
17.5798,1971,8,BEL
14.0956,1971,9,BEL
10.7747,1971,10,BEL
4.92514,1971,11,BEL
4.67401,1971,12,BEL
1.36118,1972,1,BEL
4.16976,1972,2,BEL
7.12423,1972,3,BEL
7.91867,1972,4,BEL
11.7254,1972,5,BEL
13.888,1972,6,BEL
17.5192,1972,7,BEL
16.2124,1972,8,BEL
12.1998,1972,9,BEL
9.19068,1972,10,BEL
5.74324,1972,11,BEL
3.74484,1972,12,BEL
2.36191,1973,1,BEL
2.55719,1973,2,BEL
5.49031,1973,3,BEL
6.55285,1973,4,BEL
12.6268,1973,5,BEL
16.6987,1973,6,BEL
17.3759,1973,7,BEL
18.8894,1973,8,BEL
15.4276,1973,9,BEL
9.34476,1973,10,BEL
5.43265,1973,11,BEL
2.772,1973,12,BEL
5.37242,1974,1,BEL
4.66946,1974,2,BEL
6.21676,1974,3,BEL
9.59404,1974,4,BEL
11.7472,1974,5,BEL
15.0793,1974,6,BEL
15.8636,1974,7,BEL
17.2619,1974,8,BEL
13.1758,1974,9,BEL
6.85964,1974,10,BEL
6.37618,1974,11,BEL
6.62944,1974,12,BEL
6.00477,1975,1,BEL
3.71472,1975,2,BEL
4.58855,1975,3,BEL
7.71406,1975,4,BEL
11.4142,1975,5,BEL
15.1611,1975,6,BEL
18.3044,1975,7,BEL
19.8368,1975,8,BEL
15.6013,1975,9,BEL
8.81826,1975,10,BEL
5.12054,1975,11,BEL
2.34631,1975,12,BEL
3.66487,1976,1,BEL
2.84304,1976,2,BEL
3.80148,1976,3,BEL
7.90264,1976,4,BEL
13.7822,1976,5,BEL
18.8366,1976,6,BEL
20.1682,1976,7,BEL
18.3869,1976,8,BEL
14.2602,1976,9,BEL
11.4369,1976,10,BEL
6.3747,1976,11,BEL
1.26113,1976,12,BEL
2.70476,1977,1,BEL
5.09875,1977,2,BEL
7.34925,1977,3,BEL
6.57948,1977,4,BEL
11.8606,1977,5,BEL
14.4762,1977,6,BEL
16.9744,1977,7,BEL
16.3243,1977,8,BEL
13.3303,1977,9,BEL
11.9442,1977,10,BEL
6.47211,1977,11,BEL
4.79728,1977,12,BEL
2.48861,1978,1,BEL
1.32832,1978,2,BEL
6.39836,1978,3,BEL
7.25632,1978,4,BEL
12.1191,1978,5,BEL
14.8352,1978,6,BEL
15.724,1978,7,BEL
15.7139,1978,8,BEL
13.5551,1978,9,BEL
10.9703,1978,10,BEL
5.59894,1978,11,BEL
2.87538,1978,12,BEL
-2.3604,1979,1,BEL
0.2335,1979,2,BEL
5.0224,1979,3,BEL
7.76672,1979,4,BEL
11.8752,1979,5,BEL
15.4824,1979,6,BEL
16.591,1979,7,BEL
15.896,1979,8,BEL
14.2733,1979,9,BEL
11.3542,1979,10,BEL
5.66601,1979,11,BEL
5.43042,1979,12,BEL
0.35192,1980,1,BEL
5.24873,1980,2,BEL
5.18531,1980,3,BEL
7.70331,1980,4,BEL
11.7586,1980,5,BEL
14.6878,1980,6,BEL
15.5326,1980,7,BEL
17.3849,1980,8,BEL
15.4674,1980,9,BEL
9.28575,1980,10,BEL
